day_slot,is_randomized,weather,temperature,location,activity,jbsteps30pre_bucket,send,response,user_id,study_day,is_weekday,activity_level,zero_tendency,jbsteps30pre
1,True,MostlyCloudy,temp_warm,Home,STILL,steps_zero,activity,good,2,26,True,mid,common,0
2,False,MostlyCloudy,temp_warm,Home,STILL,steps_zero,no_send,no_send,2,26,True,mid,common,0
3,False,MostlyCloudy,temp_warm,Work,STILL,steps_q5,no_send,no_send,2,26,True,mid,common,213
4,True,Overcast,temp_warm,Work,STILL,steps_q1,non_activity,no_response,2,26,True,mid,common,31
5,True,MostlyCloudy,temp_warm,Home,STILL,steps_zero,non_activity,good,2,26,True,mid,common,0
1,True,Clear,temp_cool,University,STILL,steps_zero,non_activity,good,3,1,True,low,frequent,0
2,True,Clear,temp_cool,University,STILL,steps_q1,activity,bad,3,1,True,low,frequent,28
3,True,Clear,temp_cold,University,STILL,steps_q3,activity,good,3,1,True,low,frequent,74
4,True,Clear,temp_cold,University,STILL,steps_zero,non_activity,bad,3,1,True,low,frequent,0
5,True,Clear,temp_cool,University,STILL,steps_q2,non_activity,bad,3,1,True,low,frequent,37
1,False,Overcast,temp_mild,Home,STILL,steps_zero,no_send,no_send,3,2,True,low,frequent,0
4,True,Overcast,temp_mild,Work,STILL,steps_q1,non_activity,good,3,2,True,low,frequent,2
5,True,Overcast,temp_mild,Home,STILL,steps_q1,non_activity,good,3,2,True,low,frequent,8
2,False,Clear,temp_mild,Healthcare,STILL,steps_q7,no_send,no_send,3,4,True,low,frequent,364
3,False,PartlyCloudy,temp_mild,Healthcare,STILL,steps_q5,no_send,no_send,3,4,True,low,frequent,227
4,True,PartlyCloudy,temp_mild,Healthcare,STILL,steps_zero,activity,good,3,4,True,low,frequent,0
5,True,Clear,temp_warm,Healthcare,STILL,steps_q5,activity,good,3,4,True,low,frequent,166
1,True,Clear,temp_mild,University,STILL,steps_q6,non_activity,good,3,11,True,low,frequent,303
2,True,Clear,temp_mild,Healthcare,STILL,steps_zero,activity,good,3,11,True,low,frequent,0
3,True,Clear,temp_mild,Healthcare,STILL,steps_zero,non_activity,good,3,11,True,low,frequent,0
4,True,Clear,temp_mild,Healthcare,STILL,steps_q1,activity,good,3,11,True,low,frequent,12
5,True,Clear,temp_cool,Healthcare,STILL,steps_q6,non_activity,good,3,11,True,low,frequent,275
1,True,Overcast,temp_mild,Home,STILL,steps_zero,non_activity,no_response,3,14,False,low,frequent,0
3,True,Overcast,temp_warm,Home,STILL,steps_q3,non_activity,good,3,14,False,low,frequent,94
5,False,Clear,temp_mild,Store,STILL,steps_q2,non_activity,no_response,3,14,False,low,frequent,55
1,True,MostlyCloudy,temp_cool,Store,STILL,steps_q1,non_activity,good,3,17,True,low,frequent,18
2,False,MostlyCloudy,temp_mild,Healthcare,STILL,steps_q1,no_send,no_send,3,17,True,low,frequent,19
3,False,Clear,temp_mild,Healthcare,STILL,steps_zero,no_send,no_send,3,17,True,low,frequent,0
4,False,MostlyCloudy,temp_mild,Healthcare,STILL,steps_q5,no_send,no_send,3,17,True,low,frequent,207
5,True,Clear,temp_cool,Healthcare,STILL,steps_zero,non_activity,no_response,3,17,True,low,frequent,0
1,False,Clear,temp_cool,Home,STILL,steps_zero,no_send,no_send,3,20,False,low,frequent,0
2,False,Clear,temp_cool,Home,STILL,steps_q1,no_send,no_send,3,20,False,low,frequent,27
3,True,Clear,temp_cool,Home,STILL,steps_q2,non_activity,good,3,20,False,low,frequent,38
4,False,Clear,temp_cool,Home,STILL,steps_q4,no_send,no_send,3,20,False,low,frequent,124
5,True,Clear,temp_cool,Home,STILL,steps_q7,non_activity,good,3,20,False,low,frequent,452
1,True,Clear,temp_cool,Restaurant,STILL,steps_q8,non_activity,no_response,3,21,False,low,frequent,489
2,True,Clear,temp_cool,Work,STILL,steps_q7,non_activity,good,3,21,False,low,frequent,350
3,True,MostlyCloudy,temp_cool,Work,STILL,steps_q3,non_activity,good,3,21,False,low,frequent,80
4,False,Clear,temp_cool,Restaurant,STILL,steps_q6,no_send,no_send,3,21,False,low,frequent,287
5,False,Clear,temp_cool,Work,STILL,steps_q5,no_send,no_send,3,21,False,low,frequent,227
1,False,Overcast,temp_cool,Home,STILL,steps_q6,no_send,no_send,3,22,True,low,frequent,285
2,True,MostlyCloudy,temp_cool,Home,STILL,steps_q5,non_activity,no_response,3,22,True,low,frequent,198
3,True,Overcast,temp_cool,Work,STILL,steps_q1,activity,good,3,22,True,low,frequent,36
4,True,Clear,temp_mild,Home,STILL,steps_q4,non_activity,good,3,22,True,low,frequent,116
5,True,Overcast,temp_cool,Home,STILL,steps_zero,non_activity,good,3,22,True,low,frequent,0
1,True,Rain,temp_cool,University,STILL,steps_zero,activity,no_response,3,28,False,low,frequent,0
2,False,Overcast,temp_cool,Restaurant,STILL,steps_q7,no_send,no_send,3,28,False,low,frequent,391
4,True,Overcast,temp_cool,Store,STILL,steps_q4,non_activity,no_response,3,28,False,low,frequent,151
5,True,Overcast,temp_cool,Store,STILL,steps_q7,non_activity,good,3,28,False,low,frequent,383
1,False,Clear,temp_warm,Healthcare,STILL,steps_q4,no_send,no_send,3,29,True,low,frequent,135
2,True,Clear,temp_warm,Healthcare,STILL,steps_q3,non_activity,good,3,29,True,low,frequent,97
3,True,Clear,temp_warm,Healthcare,STILL,steps_q5,non_activity,good,3,29,True,low,frequent,173
4,False,Clear,temp_warm,Healthcare,ON_MOVE,steps_q1,no_send,no_send,3,29,True,low,frequent,16
5,False,Clear,temp_warm,Healthcare,STILL,steps_q3,no_send,no_send,3,29,True,low,frequent,93
1,False,Clear,temp_mild,Home,STILL,steps_zero,no_send,no_send,3,34,False,low,frequent,0
2,True,Clear,temp_mild,Home,STILL,steps_q2,non_activity,no_response,3,34,False,low,frequent,54
3,False,Clear,temp_cool,Home,STILL,steps_q1,no_send,no_send,3,34,False,low,frequent,26
4,False,Clear,temp_cool,Home,STILL,steps_q6,no_send,no_send,3,34,False,low,frequent,280
5,True,Clear,temp_cool,Home,STILL,steps_q8,non_activity,bad,3,34,False,low,frequent,612
1,False,MostlyCloudy,temp_cool,Home,STILL,steps_zero,no_send,no_send,3,42,False,low,frequent,0
2,True,PartlyCloudy,temp_cool,Home,STILL,steps_q5,activity,no_response,3,42,False,low,frequent,167
3,True,PartlyCloudy,temp_cool,Home,STILL,steps_zero,non_activity,good,3,42,False,low,frequent,0
4,False,Clear,temp_mild,Home,STILL,steps_q5,no_send,no_send,3,42,False,low,frequent,227
5,True,Overcast,temp_cool,Home,STILL,steps_q6,non_activity,bad,3,42,False,low,frequent,309
1,True,Clear,temp_cool,University,STILL,steps_q8,non_activity,no_response,4,12,True,low,common,582
2,True,Clear,temp_cool,University,STILL,steps_q2,non_activity,good,4,12,True,low,common,52
3,True,Clear,temp_cool,FurnitureStore,STILL,steps_q5,activity,no_response,4,12,True,low,common,185
4,True,Clear,temp_cool,University,STILL,steps_zero,activity,no_response,4,12,True,low,common,0
5,True,Clear,temp_cool,Store,STILL,steps_q8,non_activity,no_response,4,12,True,low,common,606
1,True,Clear,temp_cool,Home,STILL,steps_q6,activity,no_response,4,13,False,low,common,264
2,True,Clear,temp_cool,Home,STILL,steps_q6,non_activity,no_response,4,13,False,low,common,251
3,True,Clear,temp_cool,Home,STILL,steps_q6,activity,no_response,4,13,False,low,common,257
4,False,Clear,temp_cool,Home,STILL,steps_q7,no_send,no_send,4,13,False,low,common,384
5,True,Clear,temp_cool,Home,STILL,steps_q7,non_activity,no_response,4,13,False,low,common,451
1,True,Overcast,temp_mild,Home,STILL,steps_q7,non_activity,no_response,4,14,False,low,common,392
2,True,Overcast,temp_warm,Home,STILL,steps_q1,activity,no_response,4,14,False,low,common,36
3,True,Overcast,temp_warm,Home,STILL,steps_q5,non_activity,no_response,4,14,False,low,common,196
4,True,PartlyCloudy,temp_warm,Restaurant,STILL,steps_q1,non_activity,no_response,4,14,False,low,common,22
5,True,Overcast,temp_warm,Home,STILL,steps_q6,activity,no_response,4,14,False,low,common,241
1,False,Clear,temp_cool,Home,STILL,steps_q1,no_send,no_send,4,24,True,low,common,32
2,True,Clear,temp_cool,Work,STILL,steps_q1,activity,good,4,24,True,low,common,24
3,True,Clear,temp_cool,University,STILL,steps_q2,non_activity,good,4,24,True,low,common,64
4,True,Clear,temp_cool,Work,STILL,steps_q4,non_activity,no_response,4,24,True,low,common,119
5,False,Clear,temp_cool,University,STILL,steps_q6,no_send,no_send,4,24,True,low,common,261
1,False,Clear,temp_cold,Restaurant,STILL,steps_q3,no_send,no_send,4,28,False,low,common,86
2,False,Clear,temp_cold,Restaurant,STILL,steps_q7,no_send,no_send,4,28,False,low,common,392
3,False,Clear,temp_cold,Home,STILL,steps_zero,no_send,no_send,4,28,False,low,common,0
4,True,Clear,temp_cold,Restaurant,STILL,steps_q4,non_activity,good,4,28,False,low,common,124
5,True,Clear,temp_cold,Store,ON_MOVE,steps_q2,no_send,no_send,4,28,False,low,common,54
1,True,Clear,temp_cold,University,STILL,steps_zero,activity,good,4,29,True,low,common,0
2,False,Clear,temp_cold,University,STILL,steps_q2,no_send,no_send,4,29,True,low,common,57
3,True,Clear,temp_cold,University,STILL,steps_zero,activity,good,4,29,True,low,common,0
4,False,Clear,temp_cold,University,STILL,steps_q1,no_send,no_send,4,29,True,low,common,1
5,False,Clear,temp_cold,Home,STILL,steps_q3,no_send,no_send,4,29,True,low,common,78
1,False,MostlyCloudy,temp_cool,University,STILL,steps_q4,no_send,no_send,4,35,False,low,common,119
2,True,MostlyCloudy,temp_cool,University,STILL,steps_q1,non_activity,good,4,35,False,low,common,31
3,False,Overcast,temp_cool,University,STILL,steps_zero,no_send,no_send,4,35,False,low,common,0
4,False,MostlyCloudy,temp_cool,University,STILL,steps_q2,no_send,no_send,4,35,False,low,common,37
5,True,MostlyCloudy,temp_cool,University,STILL,steps_zero,non_activity,good,4,35,False,low,common,0
1,True,Clear,temp_mild,Work,STILL,steps_q4,activity,no_response,4,36,True,low,common,130
2,False,PartlyCloudy,temp_mild,Healthcare,STILL,steps_zero,no_send,no_send,4,36,True,low,common,0
3,True,Overcast,temp_mild,Home,STILL,steps_q1,activity,no_response,4,36,True,low,common,33
4,True,Overcast,temp_cool,Home,STILL,steps_q4,non_activity,good,4,36,True,low,common,133
5,True,Overcast,temp_mild,Home,STILL,steps_q1,non_activity,good,4,36,True,low,common,26
1,False,Clear,temp_mild,Home,STILL,steps_q1,no_send,no_send,4,37,True,low,common,32
2,True,PartlyCloudy,temp_mild,Home,STILL,steps_q7,non_activity,good,4,37,True,low,common,391
3,True,PartlyCloudy,temp_mild,Home,STILL,steps_zero,non_activity,good,4,37,True,low,common,0
4,True,Clear,temp_mild,Home,STILL,steps_q2,non_activity,good,4,37,True,low,common,46
5,False,Clear,temp_cool,Home,STILL,steps_q6,no_send,no_send,4,37,True,low,common,262
1,False,Clear,temp_mild,Home,STILL,steps_q2,no_send,no_send,4,38,True,low,common,65
2,True,Clear,temp_warm,Work,STILL,steps_zero,activity,good,4,38,True,low,common,0
3,True,Clear,temp_warm,Work,STILL,steps_q2,non_activity,no_response,4,38,True,low,common,40
4,False,Clear,temp_mild,Work,STILL,steps_q5,no_send,no_send,4,38,True,low,common,187
5,True,Clear,temp_warm,Work,STILL,steps_q5,non_activity,no_response,4,38,True,low,common,191
1,True,Clear,temp_mild,University,STILL,steps_q3,activity,good,4,40,True,low,common,78
2,True,Clear,temp_mild,University,STILL,steps_q1,non_activity,no_response,4,40,True,low,common,28
3,True,Clear,temp_warm,University,STILL,steps_q2,activity,no_response,4,40,True,low,common,38
4,False,MostlyCloudy,temp_mild,University,STILL,steps_zero,no_send,no_send,4,40,True,low,common,0
5,True,Clear,temp_mild,University,STILL,steps_q1,non_activity,no_response,4,40,True,low,common,24
1,True,Overcast,temp_cool,Home,STILL,steps_q2,non_activity,good,5,1,True,mid,frequent,64
2,False,Overcast,temp_cool,Home,STILL,steps_zero,no_send,no_send,5,1,True,mid,frequent,0
3,False,Overcast,temp_mild,Home,STILL,steps_zero,no_send,no_send,5,1,True,mid,frequent,0
4,True,Overcast,temp_cool,Home,STILL,steps_q1,non_activity,good,5,1,True,mid,frequent,22
5,False,Overcast,temp_cool,Work,STILL,steps_q5,no_send,no_send,5,1,True,mid,frequent,192
1,True,Clear,temp_cool,Home,STILL,steps_q4,non_activity,no_response,5,2,True,mid,frequent,141
2,True,Clear,temp_cool,University,STILL,steps_zero,non_activity,no_response,5,2,True,mid,frequent,0
3,True,Clear,temp_cool,Home,STILL,steps_q6,activity,no_response,5,2,True,mid,frequent,298
4,False,Clear,temp_cold,University,STILL,steps_q5,no_send,no_send,5,2,True,mid,frequent,176
5,True,Clear,temp_cool,Home,STILL,steps_q1,non_activity,no_response,5,2,True,mid,frequent,21
2,True,PartlyCloudy,temp_mild,Work,STILL,steps_zero,non_activity,good,5,5,True,mid,frequent,0
3,False,MostlyCloudy,temp_mild,Work,STILL,steps_zero,no_send,no_send,5,5,True,mid,frequent,0
4,False,MostlyCloudy,temp_mild,Work,STILL,steps_zero,no_send,no_send,5,5,True,mid,frequent,0
5,False,MostlyCloudy,temp_mild,Store,STILL,steps_high,non_activity,no_response,5,5,True,mid,frequent,1750
1,True,Clear,temp_cool,Home,STILL,steps_zero,activity,no_response,5,6,False,mid,frequent,0
2,True,Clear,temp_cool,Home,STILL,steps_zero,activity,no_response,5,6,False,mid,frequent,0
3,True,Clear,temp_cool,Home,STILL,steps_q7,non_activity,good,5,6,False,mid,frequent,335
4,True,Clear,temp_cool,Home,STILL,steps_q6,non_activity,good,5,6,False,mid,frequent,267
5,False,Clear,temp_cool,Home,STILL,steps_q5,no_send,no_send,5,6,False,mid,frequent,203
1,True,MostlyCloudy,temp_cool,Home,STILL,steps_q4,activity,no_response,5,9,True,mid,frequent,133
2,True,Overcast,temp_cool,Home,STILL,steps_q2,non_activity,no_response,5,9,True,mid,frequent,41
3,True,Overcast,temp_cool,Home,STILL,steps_q4,non_activity,no_response,5,9,True,mid,frequent,128
4,True,Overcast,temp_cool,Home,STILL,steps_q3,non_activity,no_response,5,9,True,mid,frequent,87
5,True,MostlyCloudy,temp_cool,Home,STILL,steps_q3,non_activity,no_response,5,9,True,mid,frequent,99
2,False,Overcast,temp_mild,Home,STILL,steps_zero,no_send,no_send,5,10,True,mid,frequent,0
3,False,Overcast,temp_mild,Home,STILL,steps_q6,no_send,no_send,5,10,True,mid,frequent,247
4,True,Overcast,temp_mild,Home,STILL,steps_q2,non_activity,good,5,10,True,mid,frequent,37
5,True,Overcast,temp_mild,Home,STILL,steps_q5,non_activity,good,5,10,True,mid,frequent,185
1,False,Clear,temp_hot,Home,STILL,steps_q4,no_send,no_send,5,14,False,mid,frequent,123
2,False,Clear,temp_hot,Home,STILL,steps_q1,no_send,no_send,5,14,False,mid,frequent,34
3,True,Clear,temp_hot,Home,STILL,steps_zero,non_activity,good,5,14,False,mid,frequent,0
4,False,Clear,temp_hot,Home,STILL,steps_zero,no_send,no_send,5,14,False,mid,frequent,0
5,True,Clear,temp_warm,Home,STILL,steps_q3,non_activity,good,5,14,False,mid,frequent,76
1,True,Overcast,temp_cool,University,STILL,steps_zero,activity,good,5,19,True,mid,frequent,0
2,True,Overcast,temp_cool,University,STILL,steps_q3,non_activity,good,5,19,True,mid,frequent,99
3,True,Overcast,temp_cool,University,STILL,steps_q6,activity,good,5,19,True,mid,frequent,254
4,False,Overcast,temp_cool,University,STILL,steps_zero,no_send,no_send,5,19,True,mid,frequent,0
1,False,Clear,temp_cold,Home,STILL,steps_zero,no_send,no_send,5,20,False,mid,frequent,0
2,False,Clear,temp_cold,Home,STILL,steps_zero,no_send,no_send,5,20,False,mid,frequent,0
3,True,Clear,temp_cold,Home,STILL,steps_zero,activity,no_response,5,20,False,mid,frequent,0
4,False,Clear,temp_cold,Home,STILL,steps_q1,non_activity,no_response,5,20,False,mid,frequent,20
5,False,Clear,temp_cold,Home,STILL,steps_q7,no_send,no_send,5,20,False,mid,frequent,407
1,False,Overcast,temp_cool,Home,STILL,steps_q7,no_send,no_send,5,23,True,mid,frequent,438
2,True,Overcast,temp_cool,Home,STILL,steps_q7,activity,good,5,23,True,mid,frequent,381
3,True,Overcast,temp_cool,Home,STILL,steps_q2,activity,good,5,23,True,mid,frequent,67
4,False,Overcast,temp_cool,Home,STILL,steps_q2,non_activity,no_response,5,23,True,mid,frequent,39
5,False,Overcast,temp_cool,Home,STILL,steps_q4,no_send,no_send,5,23,True,mid,frequent,139
1,False,MostlyCloudy,temp_cool,Home,STILL,steps_q8,no_send,no_send,5,35,False,mid,frequent,603
3,True,Overcast,temp_cool,Home,STILL,steps_q1,non_activity,no_response,5,35,False,mid,frequent,21
4,True,Overcast,temp_cool,Home,STILL,steps_q1,non_activity,no_response,5,35,False,mid,frequent,29
1,True,Clear,temp_cold,Healthcare,STILL,steps_q7,non_activity,no_response,5,36,True,mid,frequent,340
2,False,Clear,temp_warm,Healthcare,STILL,steps_q6,no_send,no_send,5,36,True,mid,frequent,268
4,False,Clear,temp_warm,Healthcare,STILL,steps_q5,no_send,no_send,5,36,True,mid,frequent,202
5,True,Clear,temp_hot,Healthcare,STILL,steps_q7,activity,no_response,5,36,True,mid,frequent,424
1,False,Clear,temp_warm,Home,STILL,steps_zero,no_send,no_send,5,37,True,mid,frequent,0
2,True,MostlyCloudy,temp_warm,Home,STILL,steps_zero,non_activity,no_response,5,37,True,mid,frequent,0
3,True,Clear,temp_mild,Home,STILL,steps_zero,activity,good,5,37,True,mid,frequent,0
4,False,Clear,temp_mild,Home,STILL,steps_q3,no_send,no_send,5,37,True,mid,frequent,74
5,True,Clear,temp_mild,Home,STILL,steps_zero,activity,good,5,37,True,mid,frequent,0
2,False,Overcast,temp_cold,Home,STILL,steps_q3,no_send,no_send,6,1,True,high,rare,91
3,False,Overcast,temp_cool,Home,STILL,steps_q4,no_send,no_send,6,1,True,high,rare,139
4,True,Overcast,temp_cold,Home,STILL,steps_q4,non_activity,good,6,1,True,high,rare,131
1,True,MostlyCloudy,temp_cool,Work,STILL,steps_q1,activity,good,6,4,True,high,rare,24
2,True,Overcast,temp_cool,Home,STILL,steps_q2,non_activity,good,6,4,True,high,rare,46
4,False,Overcast,temp_cool,Work,STILL,steps_q7,no_send,no_send,6,4,True,high,rare,436
1,True,Overcast,temp_cold,Home,STILL,steps_zero,non_activity,no_response,6,8,True,high,rare,0
2,True,Overcast,temp_cold,Home,STILL,steps_q2,non_activity,good,6,8,True,high,rare,50
3,True,Overcast,temp_cool,Home,STILL,steps_high,non_activity,good,6,8,True,high,rare,989
4,True,MostlyCloudy,temp_cold,Home,STILL,steps_high,non_activity,no_response,6,8,True,high,rare,3316
5,True,Overcast,temp_cold,Home,STILL,steps_q3,non_activity,good,6,8,True,high,rare,78
3,False,Clear,temp_cool,Healthcare,STILL,steps_q4,no_send,no_send,6,13,False,high,rare,133
4,True,Clear,temp_mild,Healthcare,STILL,steps_q1,non_activity,no_response,6,13,False,high,rare,16
5,True,Clear,temp_mild,Healthcare,STILL,steps_q6,non_activity,no_response,6,13,False,high,rare,265
1,True,Clear,temp_cool,Healthcare,STILL,steps_q2,activity,no_response,6,17,True,high,rare,67
3,True,Overcast,temp_cool,Healthcare,STILL,steps_q2,non_activity,no_response,6,17,True,high,rare,41
5,False,MostlyCloudy,temp_cool,Healthcare,STILL,steps_q1,no_send,no_send,6,17,True,high,rare,25
1,True,Clear,temp_cool,Home,STILL,steps_q3,non_activity,no_response,6,20,False,high,rare,96
2,True,Clear,temp_cool,Store,STILL,steps_q1,non_activity,no_response,6,20,False,high,rare,30
3,True,Clear,temp_cool,Store,STILL,steps_q1,non_activity,no_response,6,20,False,high,rare,22
4,True,Clear,temp_cool,Work,STILL,steps_q7,non_activity,no_response,6,20,False,high,rare,319
5,True,Clear,temp_cool,Home,STILL,steps_q8,activity,no_response,6,20,False,high,rare,499
1,False,Overcast,temp_cool,Home,STILL,steps_q1,no_send,no_send,6,21,False,high,rare,18
2,True,Clear,temp_cool,Home,STILL,steps_q5,non_activity,no_response,6,21,False,high,rare,185
3,True,Clear,temp_mild,Home,STILL,steps_q4,non_activity,no_response,6,21,False,high,rare,156
4,True,MostlyCloudy,temp_mild,Home,STILL,steps_zero,non_activity,no_response,6,21,False,high,rare,0
5,True,Overcast,temp_cool,Home,STILL,steps_q5,non_activity,good,6,21,False,high,rare,214
1,True,Clear,temp_cool,Work,STILL,steps_zero,non_activity,no_response,6,30,True,high,rare,0
2,False,Clear,temp_cool,Work,STILL,steps_zero,no_send,no_send,6,30,True,high,rare,0
3,True,MostlyCloudy,temp_cool,Work,STILL,steps_q8,non_activity,no_response,6,30,True,high,rare,721
4,True,Overcast,temp_cool,Work,STILL,steps_q3,non_activity,good,6,30,True,high,rare,107
5,False,Overcast,temp_cool,Work,STILL,steps_zero,no_send,no_send,6,30,True,high,rare,0
2,True,Overcast,temp_cold,Work,STILL,steps_q6,activity,no_response,6,32,True,high,rare,294
3,True,Overcast,temp_cold,Home,STILL,steps_q6,non_activity,no_response,6,32,True,high,rare,254
4,True,Overcast,temp_cold,Home,STILL,steps_q2,activity,no_response,6,32,True,high,rare,67
5,False,Overcast,temp_cold,Work,STILL,steps_q6,no_send,no_send,6,32,True,high,rare,302
1,True,Clear,temp_warm,Healthcare,STILL,steps_q4,non_activity,good,6,33,True,high,rare,157
2,True,Clear,temp_hot,Healthcare,STILL,steps_q6,activity,no_response,6,33,True,high,rare,291
3,True,Clear,temp_warm,Healthcare,STILL,steps_q7,non_activity,good,6,33,True,high,rare,326
4,True,Clear,temp_hot,Healthcare,STILL,steps_q7,activity,no_response,6,33,True,high,rare,384
5,True,Clear,temp_warm,Healthcare,STILL,steps_q6,non_activity,good,6,33,True,high,rare,300
1,True,Clear,temp_warm,Home,STILL,steps_q6,non_activity,good,6,35,False,high,rare,233
2,False,Clear,temp_warm,Home,STILL,steps_q8,no_send,no_send,6,35,False,high,rare,527
3,True,Clear,temp_warm,Home,STILL,steps_q5,activity,good,6,35,False,high,rare,174
4,False,MostlyCloudy,temp_warm,Home,STILL,steps_q2,no_send,no_send,6,35,False,high,rare,68
5,True,PartlyCloudy,temp_warm,Home,STILL,steps_zero,non_activity,no_response,6,35,False,high,rare,0
1,True,MostlyCloudy,temp_hot,Healthcare,STILL,steps_q1,activity,no_response,6,39,True,high,rare,33
2,False,MostlyCloudy,temp_hot,Healthcare,STILL,steps_zero,no_send,no_send,6,39,True,high,rare,0
3,True,Clear,temp_hot,Healthcare,STILL,steps_q6,activity,bad,6,39,True,high,rare,284
4,True,Clear,temp_hot,Healthcare,STILL,steps_q3,non_activity,no_response,6,39,True,high,rare,97
5,True,Clear,temp_warm,Healthcare,STILL,steps_zero,non_activity,bad,6,39,True,high,rare,0
1,False,Clear,temp_mild,Home,STILL,steps_q6,no_send,no_send,7,1,True,low,frequent,298
2,True,Clear,temp_mild,Home,STILL,steps_q3,non_activity,no_response,7,1,True,low,frequent,100
3,True,Clear,temp_warm,Work,STILL,steps_q6,non_activity,no_response,7,1,True,low,frequent,270
4,True,Clear,temp_cool,Home,STILL,steps_zero,non_activity,no_response,7,1,True,low,frequent,0
5,True,MostlyCloudy,temp_warm,Home,STILL,steps_q3,non_activity,no_response,7,1,True,low,frequent,75
1,False,Clear,temp_cool,University,STILL,steps_q2,no_send,no_send,7,2,True,low,frequent,60
2,True,Clear,temp_mild,University,STILL,steps_q7,activity,no_response,7,2,True,low,frequent,364
3,False,Clear,temp_cool,University,STILL,steps_zero,no_send,no_send,7,2,True,low,frequent,0
4,False,Clear,temp_cool,University,STILL,steps_q2,no_send,no_send,7,2,True,low,frequent,61
5,False,Clear,temp_mild,University,STILL,steps_zero,no_send,no_send,7,2,True,low,frequent,0
1,False,Clear,temp_cold,Home,STILL,steps_zero,no_send,no_send,7,6,False,low,frequent,0
2,True,Clear,temp_cold,Home,STILL,steps_q7,activity,no_response,7,6,False,low,frequent,426
3,True,Clear,temp_cold,Home,STILL,steps_q6,non_activity,no_response,7,6,False,low,frequent,269
4,True,Clear,temp_cold,Home,STILL,steps_q8,activity,no_response,7,6,False,low,frequent,497
5,False,Clear,temp_cold,Home,STILL,steps_q1,no_send,no_send,7,6,False,low,frequent,30
1,True,MostlyCloudy,temp_warm,Home,STILL,steps_zero,non_activity,no_response,7,13,False,low,frequent,0
2,False,Clear,temp_warm,Store,STILL,steps_zero,no_send,no_send,7,13,False,low,frequent,0
3,False,Clear,temp_hot,Store,STILL,steps_q3,no_send,no_send,7,13,False,low,frequent,83
4,True,PartlyCloudy,temp_hot,Home,STILL,steps_q5,non_activity,good,7,13,False,low,frequent,214
5,False,MostlyCloudy,temp_warm,Home,STILL,steps_q6,no_send,no_send,7,13,False,low,frequent,299
1,True,Clear,temp_warm,Healthcare,STILL,steps_q8,non_activity,no_response,7,15,True,low,frequent,670
2,True,MostlyCloudy,temp_warm,Healthcare,STILL,steps_q6,activity,good,7,15,True,low,frequent,258
3,False,PartlyCloudy,temp_warm,Healthcare,STILL,steps_q8,no_send,no_send,7,15,True,low,frequent,597
4,True,PartlyCloudy,temp_warm,Healthcare,STILL,steps_q2,activity,good,7,15,True,low,frequent,61
5,False,MostlyCloudy,temp_warm,Healthcare,STILL,steps_zero,no_send,no_send,7,15,True,low,frequent,0
2,False,Overcast,temp_mild,Home,STILL,steps_zero,no_send,no_send,7,16,True,low,frequent,0
3,True,Overcast,temp_mild,Home,STILL,steps_q5,non_activity,no_response,7,16,True,low,frequent,179
4,True,Overcast,temp_mild,Home,STILL,steps_zero,non_activity,no_response,7,16,True,low,frequent,0
5,True,MostlyCloudy,temp_mild,Home,STILL,steps_q1,activity,no_response,7,16,True,low,frequent,21
1,False,Clear,temp_cool,Home,STILL,steps_q1,no_send,no_send,7,23,True,low,frequent,3
2,False,Clear,temp_cool,University,STILL,steps_q3,no_send,no_send,7,23,True,low,frequent,107
3,True,Clear,temp_cool,University,STILL,steps_zero,activity,good,7,23,True,low,frequent,0
4,True,Clear,temp_cool,University,STILL,steps_q1,activity,good,7,23,True,low,frequent,26
1,True,Clear,temp_mild,Home,STILL,steps_zero,non_activity,no_response,7,25,True,low,frequent,0
2,True,Clear,temp_cool,Home,STILL,steps_zero,activity,no_response,7,25,True,low,frequent,0
5,False,Overcast,temp_mild,Home,STILL,steps_q1,no_send,no_send,7,25,True,low,frequent,36
1,True,Overcast,temp_cold,Healthcare,STILL,steps_q3,non_activity,no_response,7,26,True,low,frequent,95
2,False,Overcast,temp_cold,Healthcare,STILL,steps_q3,no_send,no_send,7,26,True,low,frequent,94
3,True,Overcast,temp_cool,Healthcare,STILL,steps_q5,activity,no_response,7,26,True,low,frequent,198
4,True,Clear,temp_cold,Healthcare,STILL,steps_q7,non_activity,no_response,7,26,True,low,frequent,395
5,False,Overcast,temp_cold,Healthcare,STILL,steps_q7,no_send,no_send,7,26,True,low,frequent,342
1,True,MostlyCloudy,temp_cool,University,STILL,steps_zero,activity,no_response,7,27,False,low,frequent,0
2,False,MostlyCloudy,temp_cool,University,STILL,steps_zero,no_send,no_send,7,27,False,low,frequent,0
3,True,MostlyCloudy,temp_cool,University,STILL,steps_zero,non_activity,no_response,7,27,False,low,frequent,0
4,True,PartlyCloudy,temp_cool,University,STILL,steps_zero,non_activity,no_response,7,27,False,low,frequent,0
5,True,Overcast,temp_cool,Home,STILL,steps_q3,non_activity,no_response,7,27,False,low,frequent,96
1,False,PartlyCloudy,temp_mild,University,STILL,steps_q1,no_send,no_send,7,28,False,low,frequent,12
2,False,PartlyCloudy,temp_mild,University,STILL,steps_q6,non_activity,bad,7,28,False,low,frequent,284
3,False,Clear,temp_mild,University,STILL,steps_q6,no_send,no_send,7,28,False,low,frequent,273
