day_slot,is_randomized,weather,temperature,location,activity,jbsteps30pre_bucket,send,response,user_id,study_day,is_weekday,activity_level,zero_tendency,jbsteps30pre,uid
3,True,Overcast,temp_warm,Home,STILL,steps_q3,2,good,60,4,True,low,frequent,77,60
4,True,Overcast,temp_warm,Home,STILL,steps_q7,2,no_response,60,4,True,low,frequent,384,60
5,False,Overcast,temp_mild,Home,STILL,steps_zero,0,no_send,60,4,True,low,frequent,0,60
1,True,PartlyCloudy,temp_warm,Healthcare,STILL,steps_q3,1,no_response,60,5,True,low,frequent,75,60
3,True,PartlyCloudy,temp_warm,Healthcare,STILL,steps_q2,2,good,60,5,True,low,frequent,43,60
4,False,PartlyCloudy,temp_warm,Healthcare,STILL,steps_q5,0,no_send,60,5,True,low,frequent,192,60
1,True,Overcast,temp_cool,Restaurant,STILL,steps_zero,2,no_response,60,10,True,low,frequent,0,60
2,False,Overcast,temp_cool,GroceryStore,STILL,steps_q2,0,no_send,60,10,True,low,frequent,39,60
3,True,Overcast,temp_cool,Home,STILL,steps_zero,2,no_response,60,10,True,low,frequent,0,60
4,False,Overcast,temp_cool,Store,STILL,steps_q6,0,no_send,60,10,True,low,frequent,264,60
5,False,Overcast,temp_cool,Store,STILL,steps_q8,0,no_send,60,10,True,low,frequent,513,60
1,False,Clear,temp_cool,Healthcare,STILL,steps_q2,0,no_send,60,17,True,low,frequent,40,60
2,False,Clear,temp_cool,Healthcare,STILL,steps_q3,0,no_send,60,17,True,low,frequent,111,60
3,True,Clear,temp_cool,Healthcare,STILL,steps_q4,1,good,60,17,True,low,frequent,162,60
4,True,Clear,temp_cool,Home,STILL,steps_q5,2,no_response,60,17,True,low,frequent,194,60
5,True,MostlyCloudy,temp_cool,Healthcare,STILL,steps_q8,1,good,60,17,True,low,frequent,696,60
1,True,Clear,temp_mild,Restaurant,STILL,steps_zero,2,no_response,60,20,False,low,frequent,0,60
3,True,Clear,temp_warm,Work,STILL,steps_q7,1,good,60,20,False,low,frequent,325,60
4,True,Clear,temp_warm,Work,STILL,steps_zero,2,bad,60,20,False,low,frequent,0,60
5,True,Clear,temp_warm,Park,STILL,steps_q8,1,no_response,60,20,False,low,frequent,545,60
1,False,Overcast,temp_cold,Home,STILL,steps_q7,0,no_send,60,21,False,low,frequent,451,60
2,True,Overcast,temp_cold,Home,STILL,steps_q4,2,good,60,21,False,low,frequent,156,60
3,True,Overcast,temp_cool,Home,STILL,steps_q4,2,no_response,60,21,False,low,frequent,152,60
4,True,Overcast,temp_cool,Home,STILL,steps_zero,2,no_response,60,21,False,low,frequent,0,60
5,False,Overcast,temp_cold,Home,STILL,steps_q7,0,no_send,60,21,False,low,frequent,393,60
1,False,Clear,temp_cool,Healthcare,STILL,steps_q5,0,no_send,60,22,True,low,frequent,191,60
2,True,Clear,temp_mild,Healthcare,STILL,steps_q4,2,no_response,60,22,True,low,frequent,157,60
3,True,MostlyCloudy,temp_mild,Healthcare,STILL,steps_q1,2,no_response,60,22,True,low,frequent,19,60
4,True,Overcast,temp_mild,Healthcare,STILL,steps_q8,1,good,60,22,True,low,frequent,748,60
5,False,Overcast,temp_mild,Healthcare,STILL,steps_zero,0,no_send,60,22,True,low,frequent,0,60
1,True,Clear,temp_cold,Park,STILL,steps_q7,2,no_response,60,28,False,low,frequent,335,60
2,False,Clear,temp_cold,Park,STILL,steps_q3,0,no_send,60,28,False,low,frequent,102,60
3,True,Clear,temp_cool,University,STILL,steps_q2,2,good,60,28,False,low,frequent,43,60
4,False,Clear,temp_cold,University,STILL,steps_q6,2,good,60,28,False,low,frequent,296,60
5,True,Clear,temp_cold,University,STILL,steps_q2,1,good,60,28,False,low,frequent,62,60
1,True,Overcast,temp_cold,Home,STILL,steps_zero,1,no_response,60,29,True,low,frequent,0,60
2,False,Overcast,temp_cold,Home,STILL,steps_zero,0,no_send,60,29,True,low,frequent,0,60
3,False,Overcast,temp_cold,Restaurant,STILL,steps_q7,0,no_send,60,29,True,low,frequent,393,60
4,False,Overcast,temp_cold,Restaurant,STILL,steps_q6,0,no_send,60,29,True,low,frequent,306,60
5,True,Overcast,temp_cold,Home,STILL,steps_q6,2,no_response,60,29,True,low,frequent,300,60
1,True,Clear,temp_cold,University,STILL,steps_q7,1,no_response,60,38,True,low,frequent,442,60
2,True,Clear,temp_cool,University,STILL,steps_q7,1,good,60,38,True,low,frequent,368,60
3,True,Clear,temp_cool,University,STILL,steps_q5,2,good,60,38,True,low,frequent,195,60
4,False,Clear,temp_cool,University,STILL,steps_q7,0,no_send,60,38,True,low,frequent,341,60
5,True,Clear,temp_cool,University,STILL,steps_q7,1,no_response,60,38,True,low,frequent,326,60
1,True,Overcast,temp_cold,University,STILL,steps_q2,2,no_response,60,41,False,low,frequent,40,60
2,True,Overcast,temp_cold,University,STILL,steps_zero,1,no_response,60,41,False,low,frequent,0,60
3,True,Overcast,temp_cold,University,STILL,steps_q2,2,no_response,60,41,False,low,frequent,53,60
4,True,Overcast,temp_cold,University,STILL,steps_q4,1,no_response,60,41,False,low,frequent,138,60
5,True,Overcast,temp_cold,University,STILL,steps_q7,1,no_response,60,41,False,low,frequent,412,60
1,False,Clear,temp_cold,Healthcare,STILL,steps_q3,0,no_send,61,2,True,mid,frequent,104,61
2,True,Clear,temp_cool,Restaurant,STILL,steps_q3,1,no_response,61,2,True,mid,frequent,92,61
5,True,Clear,temp_cool,University,STILL,steps_q7,2,good,61,2,True,mid,frequent,337,61
2,True,Overcast,temp_warm,Home,STILL,steps_q4,2,no_response,61,5,True,mid,frequent,121,61
3,True,Overcast,temp_mild,Home,STILL,steps_zero,1,no_response,61,5,True,mid,frequent,0,61
4,False,Overcast,temp_mild,Home,STILL,steps_q3,0,no_send,61,5,True,mid,frequent,95,61
5,True,Overcast,temp_warm,Home,STILL,steps_zero,2,no_response,61,5,True,mid,frequent,0,61
1,False,Clear,temp_mild,Home,STILL,steps_zero,0,no_send,61,12,True,mid,frequent,0,61
2,True,MostlyCloudy,temp_mild,Home,STILL,steps_q4,1,good,61,12,True,mid,frequent,158,61
3,False,MostlyCloudy,temp_cool,Home,STILL,steps_q6,0,no_send,61,12,True,mid,frequent,285,61
1,False,Clear,temp_warm,Home,STILL,steps_q2,0,no_send,61,15,True,mid,frequent,57,61
2,True,Clear,temp_warm,Work,STILL,steps_q1,2,no_response,61,15,True,mid,frequent,4,61
3,True,Clear,temp_hot,Work,STILL,steps_q1,2,no_response,61,15,True,mid,frequent,11,61
4,True,Clear,temp_warm,Store,STILL,steps_q2,2,no_response,61,15,True,mid,frequent,58,61
1,False,Clear,temp_cool,Healthcare,STILL,steps_zero,0,no_send,61,18,True,mid,frequent,0,61
2,False,Clear,temp_cool,Store,STILL,steps_zero,0,no_send,61,18,True,mid,frequent,0,61
3,True,Clear,temp_cool,Healthcare,STILL,steps_q6,1,good,61,18,True,mid,frequent,285,61
4,False,Clear,temp_cool,Healthcare,STILL,steps_q6,0,no_send,61,18,True,mid,frequent,240,61
5,True,MostlyCloudy,temp_cool,Healthcare,STILL,steps_q6,1,no_response,61,18,True,mid,frequent,299,61
1,False,Clear,temp_mild,Home,STILL,steps_q2,0,no_send,61,25,True,mid,frequent,67,61
2,True,Clear,temp_warm,Work,STILL,steps_zero,2,bad,61,25,True,mid,frequent,0,61
3,False,Clear,temp_warm,Work,STILL,steps_q3,0,no_send,61,25,True,mid,frequent,104,61
4,False,MostlyCloudy,temp_warm,Home,STILL,steps_q3,0,no_send,61,25,True,mid,frequent,80,61
1,False,Clear,temp_cold,Home,STILL,steps_q4,0,no_send,61,26,True,mid,frequent,137,61
2,True,Clear,temp_cool,University,STILL,steps_q4,2,good,61,26,True,mid,frequent,162,61
3,True,Clear,temp_cold,University,STILL,steps_q5,2,good,61,26,True,mid,frequent,194,61
4,True,Clear,temp_cool,Restaurant,STILL,steps_q3,2,no_response,61,26,True,mid,frequent,114,61
5,True,Clear,temp_cold,University,STILL,steps_q7,2,bad,61,26,True,mid,frequent,367,61
1,False,Clear,temp_cool,Home,STILL,steps_zero,0,no_send,61,34,False,mid,frequent,0,61
2,True,Overcast,temp_cool,Home,STILL,steps_q5,1,good,61,34,False,mid,frequent,174,61
3,True,Overcast,temp_cool,University,STILL,steps_q7,1,good,61,34,False,mid,frequent,435,61
4,True,Clear,temp_cool,University,STILL,steps_q2,1,good,61,34,False,mid,frequent,44,61
5,True,Clear,temp_cool,University,STILL,steps_zero,1,good,61,34,False,mid,frequent,0,61
1,True,Clear,temp_hot,Home,STILL,steps_q4,2,no_response,61,35,False,mid,frequent,144,61
2,True,Clear,temp_warm,Home,STILL,steps_q4,1,no_response,61,35,False,mid,frequent,139,61
3,True,Clear,temp_hot,Home,STILL,steps_q3,1,no_response,61,35,False,mid,frequent,99,61
4,True,Clear,temp_warm,Home,STILL,steps_q5,2,good,61,35,False,mid,frequent,183,61
5,True,MostlyCloudy,temp_warm,Home,STILL,steps_q1,2,no_response,61,35,False,mid,frequent,21,61
1,True,Overcast,temp_cool,Healthcare,STILL,steps_zero,2,no_response,61,39,True,mid,frequent,0,61
2,True,Overcast,temp_cool,Healthcare,STILL,steps_zero,2,no_response,61,39,True,mid,frequent,0,61
4,True,Overcast,temp_cool,Restaurant,STILL,steps_q4,1,good,61,39,True,mid,frequent,127,61
5,True,Overcast,temp_cool,Healthcare,STILL,steps_q1,2,no_response,61,39,True,mid,frequent,20,61
1,True,Clear,temp_warm,Healthcare,STILL,steps_q3,2,no_response,61,41,False,mid,frequent,115,61
2,False,Clear,temp_mild,Healthcare,STILL,steps_q1,0,no_send,61,41,False,mid,frequent,6,61
3,False,Clear,temp_warm,Healthcare,STILL,steps_q1,0,no_send,61,41,False,mid,frequent,26,61
4,True,Clear,temp_warm,Healthcare,STILL,steps_zero,2,no_response,61,41,False,mid,frequent,0,61
5,False,Clear,temp_warm,Healthcare,STILL,steps_zero,0,no_send,61,41,False,mid,frequent,0,61
1,False,Overcast,temp_cool,Home,STILL,steps_q2,0,no_send,61,42,False,mid,frequent,51,61
2,True,Overcast,temp_mild,Work,STILL,steps_q6,1,no_response,61,42,False,mid,frequent,285,61
3,True,MostlyCloudy,temp_mild,Home,STILL,steps_q4,2,no_response,61,42,False,mid,frequent,117,61
4,True,Clear,temp_mild,Work,STILL,steps_q4,2,no_response,61,42,False,mid,frequent,162,61
5,True,Clear,temp_mild,Home,STILL,steps_q1,2,no_response,61,42,False,mid,frequent,32,61
2,False,Overcast,temp_mild,Home,STILL,steps_q5,0,no_send,62,4,True,mid,rare,177,62
3,False,Overcast,temp_mild,Home,STILL,steps_q5,0,no_send,62,4,True,mid,rare,223,62
4,True,Overcast,temp_cool,University,STILL,steps_q4,2,no_response,62,4,True,mid,rare,135,62
5,True,Overcast,temp_cool,University,STILL,steps_q5,2,no_response,62,4,True,mid,rare,210,62
1,True,Clear,temp_cool,Store,STILL,steps_q1,2,no_response,62,17,True,mid,rare,24,62
2,True,Clear,temp_cool,Store,STILL,steps_q2,1,no_response,62,17,True,mid,rare,61,62
3,True,Clear,temp_cool,Store,STILL,steps_zero,2,no_response,62,17,True,mid,rare,0,62
4,False,Clear,temp_cool,Store,STILL,steps_zero,0,no_send,62,17,True,mid,rare,0,62
5,False,Clear,temp_cool,Store,STILL,steps_zero,0,no_send,62,17,True,mid,rare,0,62
1,True,Clear,temp_hot,University,STILL,steps_q6,2,no_response,62,25,True,mid,rare,278,62
3,True,MostlyCloudy,temp_warm,University,STILL,steps_q7,1,good,62,25,True,mid,rare,381,62
5,True,Clear,temp_hot,University,STILL,steps_q5,1,bad,62,25,True,mid,rare,187,62
1,True,PartlyCloudy,temp_cold,Home,STILL,steps_zero,2,no_response,62,32,True,mid,rare,0,62
2,False,Clear,temp_cool,Home,STILL,steps_q7,0,no_send,62,32,True,mid,rare,411,62
3,True,Overcast,temp_cold,Home,STILL,steps_q2,2,no_response,62,32,True,mid,rare,71,62
1,False,Clear,temp_cold,Home,STILL,steps_q2,0,no_send,62,33,True,mid,rare,47,62
2,True,Clear,temp_cool,Store,STILL,steps_q4,2,no_response,62,33,True,mid,rare,134,62
3,True,Clear,temp_cool,Home,STILL,steps_q4,2,no_response,62,33,True,mid,rare,118,62
4,False,Clear,temp_cool,Store,STILL,steps_q4,0,no_send,62,33,True,mid,rare,128,62
5,True,Clear,temp_cool,Store,STILL,steps_q8,2,no_response,62,33,True,mid,rare,730,62
1,True,Clear,temp_cool,Home,STILL,steps_q1,1,good,62,34,False,mid,rare,31,62
2,True,Overcast,temp_cool,Home,STILL,steps_q6,2,no_response,62,34,False,mid,rare,288,62
3,True,Overcast,temp_cool,Home,STILL,steps_q1,1,good,62,34,False,mid,rare,23,62
4,True,Clear,temp_cool,Home,STILL,steps_q3,2,no_response,62,34,False,mid,rare,104,62
5,True,Overcast,temp_cool,Home,STILL,steps_q8,2,no_response,62,34,False,mid,rare,488,62
2,False,PartlyCloudy,temp_mild,Home,STILL,steps_zero,0,no_send,62,35,False,mid,rare,0,62
3,True,PartlyCloudy,temp_mild,Home,STILL,steps_q3,1,good,62,35,False,mid,rare,103,62
4,False,MostlyCloudy,temp_warm,Home,STILL,steps_q6,0,no_send,62,35,False,mid,rare,264,62
5,True,PartlyCloudy,temp_mild,Home,STILL,steps_q1,1,no_response,62,35,False,mid,rare,22,62
1,False,MostlyCloudy,temp_mild,Home,STILL,steps_zero,0,no_send,63,1,True,mid,frequent,0,63
2,True,Clear,temp_mild,Home,STILL,steps_q5,2,no_response,63,1,True,mid,frequent,175,63
3,True,Clear,temp_mild,Home,STILL,steps_q8,2,no_response,63,1,True,mid,frequent,616,63
4,True,Clear,temp_mild,Home,STILL,steps_q2,2,no_response,63,1,True,mid,frequent,38,63
5,True,Clear,temp_cool,Home,STILL,steps_q7,2,good,63,1,True,mid,frequent,320,63
1,True,Clear,temp_warm,University,STILL,steps_q7,2,good,63,9,True,mid,frequent,444,63
4,True,PartlyCloudy,temp_mild,University,STILL,steps_zero,2,no_response,63,9,True,mid,frequent,0,63
5,True,Clear,temp_warm,University,STILL,steps_q3,2,no_response,63,9,True,mid,frequent,98,63
2,True,Clear,temp_warm,Home,STILL,steps_high,2,no_response,63,13,False,mid,frequent,3313,63
3,False,Clear,temp_warm,Home,STILL,steps_q6,0,no_send,63,13,False,mid,frequent,241,63
5,True,Clear,temp_warm,University,STILL,steps_zero,2,no_response,63,13,False,mid,frequent,0,63
1,False,Clear,temp_cool,Home,STILL,steps_q7,0,no_send,63,14,False,mid,frequent,383,63
2,True,PartlyCloudy,temp_cool,Home,STILL,steps_q5,1,no_response,63,14,False,mid,frequent,190,63
3,True,Clear,temp_cool,Home,STILL,steps_q1,1,good,63,14,False,mid,frequent,34,63
4,True,Clear,temp_cool,Home,STILL,steps_q5,1,no_response,63,14,False,mid,frequent,190,63
5,True,Clear,temp_cool,Home,STILL,steps_q1,1,no_response,63,14,False,mid,frequent,23,63
1,True,Clear,temp_hot,Store,STILL,steps_q4,2,no_response,63,20,False,mid,frequent,119,63
2,True,Clear,temp_warm,Store,STILL,steps_q6,2,no_response,63,20,False,mid,frequent,254,63
3,True,Clear,temp_warm,Store,STILL,steps_q4,1,no_response,63,20,False,mid,frequent,135,63
4,True,Clear,temp_hot,Store,STILL,steps_q6,2,no_response,63,20,False,mid,frequent,266,63
5,True,Clear,temp_warm,Store,STILL,steps_q7,1,no_response,63,20,False,mid,frequent,369,63
1,True,Clear,temp_cool,Home,STILL,steps_q3,1,no_response,63,21,False,mid,frequent,78,63
2,True,Clear,temp_mild,Home,STILL,steps_q5,1,no_response,63,21,False,mid,frequent,221,63
3,True,Clear,temp_mild,Home,STILL,steps_q2,1,good,63,21,False,mid,frequent,37,63
4,True,MostlyCloudy,temp_mild,Home,STILL,steps_q4,1,no_response,63,21,False,mid,frequent,135,63
5,False,PartlyCloudy,temp_mild,Home,STILL,steps_q8,0,no_send,63,21,False,mid,frequent,593,63
1,False,Clear,temp_cold,Home,STILL,steps_q2,2,no_response,63,24,True,mid,frequent,56,63
3,True,Clear,temp_cool,Home,STILL,steps_q8,1,good,63,24,True,mid,frequent,462,63
5,True,Clear,temp_cool,Home,STILL,steps_q6,2,good,63,24,True,mid,frequent,243,63
1,False,Overcast,temp_cold,Home,STILL,steps_q2,0,no_send,63,28,False,mid,frequent,54,63
2,True,Overcast,temp_cool,Store,STILL,steps_q8,2,no_response,63,28,False,mid,frequent,520,63
3,True,Overcast,temp_cool,Home,STILL,steps_q1,2,no_response,63,28,False,mid,frequent,19,63
4,True,Overcast,temp_cold,Home,STILL,steps_q3,1,good,63,28,False,mid,frequent,99,63
5,True,Overcast,temp_cool,Home,STILL,steps_q6,1,good,63,28,False,mid,frequent,315,63
1,True,Overcast,temp_mild,Home,STILL,steps_q6,2,no_response,63,34,False,mid,frequent,309,63
2,True,Overcast,temp_warm,Home,STILL,steps_q2,2,no_response,63,34,False,mid,frequent,44,63
3,False,Overcast,temp_warm,Home,STILL,steps_q6,0,no_send,63,34,False,mid,frequent,289,63
4,False,Clear,temp_warm,Home,STILL,steps_q1,0,no_send,63,34,False,mid,frequent,22,63
5,False,Overcast,temp_warm,Home,STILL,steps_q3,0,no_send,63,34,False,mid,frequent,98,63
2,True,Overcast,temp_mild,Home,STILL,steps_q3,1,good,63,35,False,mid,frequent,74,63
3,False,Overcast,temp_mild,Home,STILL,steps_q4,2,no_response,63,35,False,mid,frequent,160,63
4,False,Overcast,temp_mild,Home,STILL,steps_q6,0,no_send,63,35,False,mid,frequent,261,63
1,False,MostlyCloudy,temp_mild,University,STILL,steps_zero,0,no_send,64,4,True,mid,rare,0,64
3,True,Overcast,temp_mild,Store,STILL,steps_q3,1,good,64,4,True,mid,rare,103,64
5,True,Clear,temp_mild,FurnitureStore,STILL,steps_q5,2,good,64,4,True,mid,rare,182,64
1,True,Clear,temp_cool,Store,STILL,steps_zero,2,good,64,6,False,mid,rare,0,64
2,True,Clear,temp_mild,Store,STILL,steps_q1,2,no_response,64,6,False,mid,rare,20,64
3,False,Clear,temp_mild,Store,STILL,steps_zero,0,no_send,64,6,False,mid,rare,0,64
4,True,Clear,temp_cool,Store,STILL,steps_zero,1,good,64,6,False,mid,rare,0,64
5,False,Clear,temp_cool,Store,STILL,steps_q8,0,no_send,64,6,False,mid,rare,549,64
2,True,MostlyCloudy,temp_cool,Healthcare,STILL,steps_q7,1,no_response,64,9,True,mid,rare,423,64
3,True,MostlyCloudy,temp_cool,Healthcare,STILL,steps_q3,1,no_response,64,9,True,mid,rare,88,64
5,True,MostlyCloudy,temp_cool,Healthcare,STILL,steps_q3,1,no_response,64,9,True,mid,rare,73,64
1,True,Clear,temp_hot,Home,STILL,steps_q5,1,no_response,64,10,True,mid,rare,231,64
2,False,Clear,temp_hot,Work,STILL,steps_q3,0,no_send,64,10,True,mid,rare,103,64
3,True,Clear,temp_warm,Home,STILL,steps_q6,2,no_response,64,10,True,mid,rare,252,64
4,True,Clear,temp_warm,Home,STILL,steps_q6,1,no_response,64,10,True,mid,rare,305,64
5,False,Clear,temp_hot,Home,STILL,steps_zero,0,no_send,64,10,True,mid,rare,0,64
1,True,Overcast,temp_cold,Work,STILL,steps_zero,2,good,64,11,True,mid,rare,0,64
2,False,Clear,temp_cool,Work,STILL,steps_zero,0,no_send,64,11,True,mid,rare,0,64
3,True,Clear,temp_cool,Work,STILL,steps_q2,2,good,64,11,True,mid,rare,54,64
4,True,MostlyCloudy,temp_cool,Store,STILL,steps_q5,1,no_response,64,11,True,mid,rare,182,64
5,False,Clear,temp_cold,Work,STILL,steps_zero,0,no_send,64,11,True,mid,rare,0,64
1,True,Overcast,temp_cool,Home,STILL,steps_q5,2,no_response,64,12,True,mid,rare,216,64
2,True,MostlyCloudy,temp_cool,Home,STILL,steps_q1,2,no_response,64,12,True,mid,rare,18,64
3,True,Clear,temp_cool,Work,STILL,steps_zero,2,no_response,64,12,True,mid,rare,0,64
4,True,Clear,temp_cool,Home,STILL,steps_q1,2,no_response,64,12,True,mid,rare,35,64
5,True,Clear,temp_cool,Work,STILL,steps_q2,1,good,64,12,True,mid,rare,69,64
1,True,Clear,temp_cool,Home,STILL,steps_q4,1,good,64,13,False,mid,rare,152,64
2,False,Overcast,temp_cool,Home,STILL,steps_zero,0,no_send,64,13,False,mid,rare,0,64
3,True,Overcast,temp_cool,Home,STILL,steps_q2,2,no_response,64,13,False,mid,rare,55,64
4,False,Overcast,temp_cool,Home,STILL,steps_q2,0,no_send,64,13,False,mid,rare,47,64
5,True,PartlyCloudy,temp_cool,Home,STILL,steps_q7,2,no_response,64,13,False,mid,rare,375,64
1,True,Rain,temp_mild,Store,STILL,steps_zero,2,good,64,16,True,mid,rare,0,64
2,True,PartlyCloudy,temp_warm,Healthcare,STILL,steps_q4,1,no_response,64,16,True,mid,rare,125,64
3,False,Clear,temp_mild,Home,STILL,steps_q5,0,no_send,64,16,True,mid,rare,215,64
4,True,PartlyCloudy,temp_warm,Store,STILL,steps_q1,2,no_response,64,16,True,mid,rare,35,64
5,True,MostlyCloudy,temp_warm,Store,STILL,steps_q7,1,no_response,64,16,True,mid,rare,438,64
1,True,Overcast,temp_hot,Restaurant,STILL,steps_q2,1,no_response,64,22,True,mid,rare,46,64
4,False,Clear,temp_hot,Store,STILL,steps_q7,0,no_send,64,22,True,mid,rare,442,64
5,False,MostlyCloudy,temp_warm,Restaurant,STILL,steps_q6,0,no_send,64,22,True,mid,rare,277,64
1,False,PartlyCloudy,temp_mild,Home,STILL,steps_zero,0,no_send,64,24,True,mid,rare,0,64
2,False,Clear,temp_warm,Home,STILL,steps_zero,0,no_send,64,24,True,mid,rare,0,64
4,True,PartlyCloudy,temp_warm,Home,STILL,steps_q2,2,good,64,24,True,mid,rare,55,64
1,False,rain,temp_cold,store,STILL,steps_zero,0,no_send,64,28,False,mid,rare,0,64
2,False,rain,temp_cold,store,STILL,steps_q4,0,no_send,64,28,False,mid,rare,128,64
3,False,rain,temp_cold,store,STILL,steps_q7,0,no_send,64,28,False,mid,rare,359,64
1,True,Overcast,temp_cool,University,STILL,steps_zero,2,no_response,64,32,True,mid,rare,0,64
2,True,Overcast,temp_mild,University,STILL,steps_q4,2,good,64,32,True,mid,rare,143,64
3,True,Overcast,temp_cool,Home,STILL,steps_q3,2,good,64,32,True,mid,rare,97,64
4,False,Overcast,temp_mild,University,STILL,steps_zero,0,no_send,64,32,True,mid,rare,0,64
5,True,MostlyCloudy,temp_cool,Home,STILL,steps_q4,2,no_response,64,32,True,mid,rare,136,64
1,True,MostlyCloudy,temp_mild,University,STILL,steps_q5,1,no_response,64,37,True,mid,rare,182,64
2,True,Clear,temp_mild,University,STILL,steps_q3,2,no_response,64,37,True,mid,rare,75,64
3,True,MostlyCloudy,temp_cool,University,STILL,steps_zero,2,no_response,64,37,True,mid,rare,0,64
4,True,PartlyCloudy,temp_cool,University,STILL,steps_q3,2,no_response,64,37,True,mid,rare,81,64
5,True,Clear,temp_mild,University,STILL,steps_q2,1,no_response,64,37,True,mid,rare,62,64
1,False,Clear,temp_cool,University,STILL,steps_zero,0,no_send,64,40,True,mid,rare,0,64
2,True,PartlyCloudy,temp_mild,University,STILL,steps_q4,2,no_response,64,40,True,mid,rare,134,64
3,True,Clear,temp_mild,University,STILL,steps_q7,2,good,64,40,True,mid,rare,321,64
4,False,Clear,temp_cool,University,STILL,steps_zero,0,no_send,64,40,True,mid,rare,0,64
5,True,Clear,temp_mild,University,STILL,steps_q8,2,no_response,64,40,True,mid,rare,589,64
1,True,Clear,temp_mild,University,STILL,steps_zero,1,no_response,65,1,True,mid,frequent,0,65
2,True,Clear,temp_mild,University,STILL,steps_q7,2,bad,65,1,True,mid,frequent,424,65
3,True,Clear,temp_mild,Home,STILL,steps_q1,2,no_response,65,1,True,mid,frequent,18,65
4,True,Clear,temp_mild,Store,STILL,steps_q4,1,bad,65,1,True,mid,frequent,136,65
1,True,Clear,temp_hot,Home,STILL,steps_zero,1,no_response,65,2,True,mid,frequent,0,65
2,False,Clear,temp_hot,Home,STILL,steps_q3,0,no_send,65,2,True,mid,frequent,103,65
3,True,Clear,temp_warm,Home,STILL,steps_zero,2,good,65,2,True,mid,frequent,0,65
4,False,Clear,temp_hot,Home,STILL,steps_q7,0,no_send,65,2,True,mid,frequent,363,65
5,True,Clear,temp_warm,Home,STILL,steps_zero,2,no_response,65,2,True,mid,frequent,0,65
1,False,Clear,temp_hot,Home,STILL,steps_q7,0,no_send,65,3,True,mid,frequent,374,65
4,True,PartlyCloudy,temp_hot,Home,STILL,steps_q2,1,no_response,65,3,True,mid,frequent,65,65
5,True,Clear,temp_hot,Home,STILL,steps_q6,2,no_response,65,3,True,mid,frequent,292,65
1,False,Overcast,temp_mild,Home,STILL,steps_zero,0,no_send,65,9,True,mid,frequent,0,65
2,True,Overcast,temp_mild,Home,STILL,steps_zero,2,bad,65,9,True,mid,frequent,0,65
4,True,Overcast,temp_mild,Home,STILL,steps_q5,2,bad,65,9,True,mid,frequent,190,65
5,True,Overcast,temp_mild,Home,STILL,steps_zero,2,bad,65,9,True,mid,frequent,0,65
1,True,MostlyCloudy,temp_warm,University,STILL,steps_q2,2,good,65,13,False,mid,frequent,60,65
2,False,Clear,temp_warm,University,STILL,steps_q5,0,no_send,65,13,False,mid,frequent,229,65
3,False,Overcast,temp_warm,Home,STILL,steps_q5,0,no_send,65,13,False,mid,frequent,197,65
4,True,Overcast,temp_mild,Home,STILL,steps_q8,1,no_response,65,13,False,mid,frequent,518,65
5,True,MostlyCloudy,temp_warm,Home,STILL,steps_q3,2,no_response,65,13,False,mid,frequent,109,65
1,False,Overcast,temp_warm,University,STILL,steps_q8,0,no_send,65,15,True,mid,frequent,597,65
2,True,Rain,temp_mild,University,STILL,steps_q1,1,no_response,65,15,True,mid,frequent,12,65
3,True,Rain,temp_warm,University,STILL,steps_q5,1,no_response,65,15,True,mid,frequent,210,65
4,True,PartlyCloudy,temp_warm,University,STILL,steps_q7,1,no_response,65,15,True,mid,frequent,327,65
5,False,PartlyCloudy,temp_warm,University,STILL,steps_q4,0,no_send,65,15,True,mid,frequent,143,65
1,False,MostlyCloudy,temp_cool,University,STILL,steps_q1,0,no_send,65,21,False,mid,frequent,2,65
2,False,Overcast,temp_cool,University,STILL,steps_q2,0,no_send,65,21,False,mid,frequent,43,65
3,True,Overcast,temp_cool,University,STILL,steps_q3,2,good,65,21,False,mid,frequent,89,65
4,True,Overcast,temp_cool,University,STILL,steps_zero,2,no_response,65,21,False,mid,frequent,0,65
5,True,Overcast,temp_cool,Store,STILL,steps_q5,2,good,65,21,False,mid,frequent,174,65
1,False,Overcast,temp_mild,University,STILL,steps_zero,0,no_send,65,25,True,mid,frequent,0,65
2,True,MostlyCloudy,temp_warm,University,STILL,steps_q3,2,good,65,25,True,mid,frequent,86,65
3,False,MostlyCloudy,temp_mild,University,STILL,steps_q6,0,no_send,65,25,True,mid,frequent,245,65
4,False,MostlyCloudy,temp_warm,University,STILL,steps_zero,0,no_send,65,25,True,mid,frequent,0,65
5,True,Overcast,temp_mild,University,STILL,steps_q8,2,good,65,25,True,mid,frequent,590,65
1,True,Clear,temp_hot,Work,STILL,steps_q3,2,good,65,26,True,mid,frequent,91,65
2,True,Clear,temp_hot,Store,STILL,steps_q4,2,good,65,26,True,mid,frequent,134,65
3,False,Clear,temp_warm,Store,STILL,steps_q6,0,no_send,65,26,True,mid,frequent,233,65
4,True,Clear,temp_warm,Store,STILL,steps_q4,1,good,65,26,True,mid,frequent,133,65
5,False,Clear,temp_hot,Work,STILL,steps_q6,0,no_send,65,26,True,mid,frequent,252,65
1,True,Overcast,temp_cool,Home,STILL,steps_q6,2,no_response,65,27,False,mid,frequent,301,65
2,True,Overcast,temp_cool,Home,STILL,steps_zero,2,no_response,65,27,False,mid,frequent,0,65
